Name,SpTopt,SpTnir,SpT,GravOpt,GravNIR,Binary,Young,PS1,PS1gmag,e_PS1gmag,PS1rmag,e_PS1rmag,PS1imag,e_PS1imag,PS1zmag,e_PS1zmag,PS1ymag,e_PS1ymag,2MASS,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,AllWISE,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,Gmag,e_Gmag,RAJ2000,DEJ2000,PS1ep,Epoch,pmRA,e_pmRA,pmDE,e_pmDE,pm,e_pm,pmPA,e_pmPA,plx,e_plx,Dist,e_Dist,vtan,e_vtan
SDSS_J125104.58+420526.7   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J192.7690+42.0907,18.89,0.01,17.7,0.01,16.56,0.01,16.05,0.01,15.79,0.01,J12510459+4205267,14.61,0.04,13.99,0.04,13.86,0.06,J125104.57+420526.6,13.68,0.03,13.52,0.03,12.48,     ,17.09,0.01,192.769034,42.090739,2014.494757,56838.71,-18.2,1.6,1.9,1,18.3,1.6,276.1,3.3,      ,     ,401.25,37,34.8,4.4
SDSS_J125106.76+394718.5   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J192.7781+39.7884,17.82,0.01,16.54,0.01,15.46,0.01,14.97,0.01,14.73,0.01,J12510677+3947185,13.57,0.02,13.06,0.03,12.79,0.03,J125106.75+394718.5,12.62,0.03,12.46,0.02,12.37,     ,15.98,0.01,192.778114,39.788463,2014.434387,56816.66,-13.6,1.8,6.6,2,15.1,1.8,295.9,7.3,      ,     ,241.92,22.3,17.3,2.6
SDSS_J125145.17+154957.4   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J192.9380+15.8325,18.94,0.01,17.66,0.01,16.4,0.01,15.81,0.01,15.53,0.01,J12514519+1549575,14.32,0.03,13.77,0.04,13.55,0.04,J125145.14+154957.3,13.36,0.03,13.17,0.03,12.6,0.5,16.95,0.01,192.93804,15.832557,2014.504613,56842.31,-58.3,1.3,-12,1.8,59.5,1.3,258.4,1.7,      ,     ,256.58,23.66,72.4,6.9
SDSS_J125149.11+404538.9   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J192.9546+40.7608,19.13,0.01,17.92,0.01,16.75,0.01,16.2,0.01,15.92,0.01,J12514909+4045390,14.76,0.03,14.07,0.04,13.89,0.05,J125149.10+404538.9,13.77,0.03,13.6,0.03,12.66,     ,17.49,0.01,192.95461,40.760835,2014.480274,56833.42,-11.5,7.2,14.8,7.2,18.8,6.9,322.1,24.9,      ,     ,301.79,27.82,26.8,10.2
SDSS_J125149.15+411211.8   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J192.9546+41.2032,19.01,0.01,17.8,0.01,16.58,0.01,16.03,0.01,15.75,0.01,J12514915+4112118,14.58,0.04,13.99,0.04,13.69,0.05,J125149.13+411211.8,13.58,0.03,13.33,0.03,12.16,     ,17.13,0.01,192.954671,41.203245,2014.519206,56847.64,-28.2,2.2,-7.4,3.1,29.1,2.2,255.3,6.1,      ,     ,279.89,25.81,38.6,4.6
SDSS_J125152.81+413855.2   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J192.9699+41.6486,18.79,0.01,17.6,0.01,16.65,0.01,16.23,0.01,16,0.01,J12515280+4138550,14.88,0.04,14.23,0.04,13.97,0.05,J125152.79+413855.1,13.91,0.03,13.79,0.03,12.91,     ,17.15,0.01,192.969934,41.648656,2014.547351,56857.92,-25.4,1.4,6.3,1.8,26.2,1.5,283.9,3.9,      ,     ,418.27,38.56,51.9,5.6
SDSS_J125202.83+400141.3   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J193.0117+40.0282,18.74,0.01,17.5,0.01,16.15,0.01,15.55,0.01,15.24,0.01,J12520284+4001412,14.01,0.03,13.44,0.04,13.18,0.04,J125202.82+400141.4,13.08,0.02,12.89,0.03,12.24,     ,16.7,0.01,193.011707,40.028204,2014.44909,56822.03,-29.6,2.4,23.5,3.2,37.8,2.7,308.5,4.4,      ,     ,228.88,21.1,41,4.8
SDSS_J125222.63+025205.7   ,M8         ,                 ,M8             ,     ,      ,      ,    ,J193.0944+02.8673,20.29,0.02,18.76,0.02,16.15,0.01,14.87,0.01,14.16,0.01,J12522264+0252058,12.5,0.02,11.9,0.03,11.5,0.03,J125222.65+025202.7,11.22,0.02,11.01,0.02,10.61,0.11,     ,     ,193.094411,2.867364,2011.700753,55818.2,48.4,5.2,-270.1,4.2,274.4,4.2,169.8,1.1,      ,     ,21.42,3.56,27.9,4.7
SDSS_J125228.88+120932.4   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J193.1202+12.1590,19.19,0.01,17.96,0.01,16.89,0.01,16.42,0.01,16.2,0.01,J12522889+1209323,15.03,0.04,14.43,0.06,14.32,0.05,J125228.87+120932.5,14.08,0.03,13.91,0.04,11.83,     ,17.42,0.01,193.120257,12.15902,2012.235318,56013.45,-30.7,1.5,6.8,1.2,31.4,1.5,282.5,2.3,      ,     ,467.98,43.15,69.7,7.3
SDSS_J125238.18+124058.7   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J193.1591+12.6830,18.71,0.01,17.39,0.01,16.06,0.01,15.42,0.01,15.15,0.01,J12523816+1240586,13.9,0.03,13.37,0.03,13.05,0.03,J125238.19+124058.7,12.94,0.02,12.75,0.03,12.04,     ,16.6,0.01,193.159182,12.683009,2014.406571,56806.5,43.7,1,16.8,1.7,46.8,1.1,69,2,      ,     ,219.51,20.24,48.7,4.6
SDSS_J125240.04+533837.0   ,M0         ,                 ,M0             ,     ,      ,      ,    ,J193.1668+53.6434,17.84,0.01,16.78,0.01,16.26,0.01,16.02,0.01,15.88,0.01,J12524004+5338370,14.76,0.03,14.21,0.05,13.97,0.05,J125240.03+533836.7,13.93,0.03,13.92,0.04,12.52,     ,16.61,0.01,193.166854,53.643482,2014.435045,56816.9,5.5,2.5,-31.6,2.2,32.1,2.2,170.2,4.4,      ,     ,550.37,50.74,83.8,9.6
SDSS_J125245.07+150343.1   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J193.1874+15.0619,18.67,0.01,17.49,0.01,16.18,0.01,15.58,0.01,15.29,0.01,J12524511+1503431,14.12,0.03,13.59,0.03,13.34,0.04,J125245.02+150343.2,13.2,0.02,12.99,0.03,12.38,0.4,16.72,0.01,193.187463,15.061964,2014.534894,56853.37,-102.2,2.1,4.3,1.6,102,2.1,272.4,0.9,      ,     ,231.8,21.37,112.1,10.6
SDSS_J125254.81+580641.4   ,M6         ,                 ,M6             ,     ,      ,      ,    ,J193.2280+58.1114,20.83,0.02,19.58,0.01,17.61,0.01,16.68,0.01,16.2,0.01,J12525481+5806414,14.85,0.04,14.24,0.05,13.93,0.05,J125254.75+580641.2,13.74,0.03,13.51,0.03,12.68,     ,18.16,0.01,193.228012,58.111446,2014.742259,56929.11,-52.4,2.4,-6.7,2.2,52.8,2.3,262.7,2.4,      ,     ,85.04,14.13,21.3,3.7
SDSS_J125256.03+143410.6   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J193.2332+14.5694,18.91,0.01,17.67,0.01,16.2,0.01,15.53,0.01,15.2,0.01,J12525605+1434107,13.98,0.02,13.36,0.03,13.15,0.03,J125255.99+143410.1,12.97,0.02,12.79,0.03,11.83,0.29,16.76,0.01,193.233248,14.569444,2014.489446,56836.77,-69.1,1.6,-36.9,2.5,78.3,1.9,241.9,1.7,      ,     ,143.79,13.26,53.4,5.1
SDSS_J125312.48+412539.9   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J193.3019+41.4277,18.92,0.01,17.67,0.01,16.74,0.01,16.3,0.01,16.09,0.01,J12531248+4125399,14.95,0.03,14.3,0.04,14.09,0.05,J125312.48+412540.0,14.03,0.03,13.91,0.04,12.65,     ,17.22,0.01,193.301962,41.427771,2014.496619,56839.39,-8.1,1.3,4.1,2.5,9.1,1.6,296.6,14.5,      ,     ,437.52,40.34,18.9,3.7
SDSS_J125314.15+395426.3   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J193.3088+39.9071,19.02,0.01,17.89,0.01,16.75,0.01,16.26,0.01,16,0.01,J12531416+3954264,14.75,0.03,14.37,0.04,14.1,0.04,J125314.14+395426.0,13.98,0.03,13.83,0.03,12.4,     ,17.27,0.01,193.308868,39.907193,2014.455223,56824.27,-15,2.7,-27.6,1.2,31.4,1.7,208.5,4.5,      ,     ,302.68,27.91,45.1,4.8
SDSS_J125327.43+035803.1   ,M7         ,                 ,M7             ,     ,      ,      ,    ,J193.3635+03.9675,20.8,0.03,19.35,0.01,16.95,0.01,15.81,0.01,15.15,0.01,J12532746+0358032,13.65,0.03,12.99,0.02,12.59,0.03,J125327.31+035803.2,12.34,0.02,12.11,0.02,11.94,0.34,17.39,0.01,193.36359,3.967575,2014.593429,56874.75,-197.8,4.1,10.4,2,198,4.1,273,0.6,      ,     ,39.76,6.6,37.3,6.2
SDSS_J125338.90+152213.2   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J193.4119+15.3703,18.79,0.01,17.61,0.01,16.37,0.01,15.83,0.01,15.54,0.01,J12533890+1522131,14.36,0.03,13.69,0.03,13.5,0.03,J125338.89+152213.4,13.36,0.02,13.22,0.03,11.87,     ,16.91,0.01,193.411979,15.370395,2014.604764,56878.89,-31.2,2.9,22,1.1,38.2,2.5,305.2,2.9,      ,     ,253.78,23.4,46,5.2
SDSS_J125339.91+421049.2   ,M1         ,                 ,M1             ,     ,      ,      ,    ,J193.4161+42.1803,18.87,0.01,17.6,0.01,16.71,0.01,16.29,0.01,16.08,0.01,J12533993+4210493,14.83,0.04,14.3,0.05,14.05,0.06,J125339.89+421049.2,13.91,0.03,13.78,0.03,11.96,     ,17.51,0.01,193.416195,42.180367,2014.552553,56859.82,-0.4,19.9,46.2,22.8,46.2,20.8,360,32.4,      ,     ,566.54,52.23,124.2,57.1
SDSS_J125346.69+420656.5   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J193.4445+42.1157,18.52,0.01,17.28,0.01,16,0.01,15.43,0.01,15.15,0.01,J12534669+4206565,13.92,0.03,13.34,0.04,13.1,0.03,J125346.69+420656.6,12.96,0.02,12.8,0.03,12.28,     ,16.55,0.01,193.444579,42.115719,2012.720055,56190.5,5.9,1.5,20.4,1.5,21.2,1.5,16,3.9,      ,     ,214.26,19.75,21.5,2.5
SDSS_J125349.27+443306.0   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J193.4548+44.5517,19.2,0.01,18.03,0.01,16.53,0.01,15.86,0.01,15.54,0.01,J12534929+4433058,14.25,0.04,13.68,0.04,13.45,0.04,J125349.19+443306.3,13.33,0.02,13.12,0.03,12.2,     ,17.08,0.01,193.454885,44.551783,2012.764271,56206.65,-110.8,2.2,56.8,2.1,124.5,2.2,297.1,1,      ,     ,167.15,15.41,98.6,9.3
SDSS_J125437.30+151702.1   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J193.6553+15.2840,18.7,0.01,17.55,0.01,16.16,0.01,15.53,0.01,15.22,0.01,J12543731+1517021,14.03,0.03,13.47,0.03,13.27,0.03,J125437.29+151702.4,13.13,0.02,12.93,0.03,12.61,0.54,16.71,0.01,193.655357,15.284025,2014.48857,56836.45,-7.7,6,32.4,2.5,33.3,2.8,346.6,9.9,      ,     ,141.12,13.01,22.3,2.8
SDSS_J125441.34+141917.0   ,M6         ,                 ,M6             ,     ,      ,      ,    ,J193.6718+14.3213,21.37,0.04,20.02,0.02,18.04,0.01,17.09,0.01,16.62,0.01,J12544137+1419171,15.24,0.04,14.67,0.06,14.33,0.06,J125441.28+141916.7,14.2,0.03,13.99,0.04,11.94,     ,18.59,0.01,193.671899,14.321305,2014.662752,56900.07,-102.7,1.7,-20.5,1.5,104.7,1.7,258.7,0.8,      ,     ,105.78,17.64,52.5,8.8
SDSS_J125446.64+133117.0   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J193.6941+13.5213,18.88,0.01,17.65,0.01,16.19,0.01,15.48,0.01,15.16,0.01,J12544665+1331170,13.91,0.02,13.31,0.03,13.07,0.03,J125446.62+133116.8,12.84,0.02,12.69,0.03,11.74,     ,16.72,0.01,193.694158,13.521316,2014.4728,56830.69,-42.1,2,-22.4,1.9,47.7,2,242,2.3,      ,     ,143.03,13.19,32.3,3.3
SDSS_J125447.49+142011.3   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J193.6978+14.3364,19.2,0.01,18,0.01,16.78,0.01,16.23,0.01,15.96,0.01,J12544748+1420113,14.76,0.03,14.17,0.04,13.85,0.04,J125447.48+142011.2,13.83,0.03,13.66,0.03,12.11,     ,17.32,0.01,193.697867,14.336447,2014.501054,56841.01,10.4,6.2,3.3,3,10.9,5.3,72.1,33.4,      ,     ,306.3,28.24,15.8,7.9
SDSS_J125447.82+145651.7   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J193.6991+14.9477,18.78,0.01,17.6,0.01,16.25,0.01,15.63,0.01,15.32,0.01,J12544783+1456516,14.12,0.03,13.44,0.03,13.24,0.03,J125447.80+145651.7,13.06,0.03,12.93,0.03,12.56,0.52,16.8,0.01,193.699119,14.9477,2014.533443,56852.84,-28.9,4.1,10.2,1.9,30.7,3.9,289.5,4.4,      ,     ,147.04,13.56,21.4,3.3
SDSS_J125506.06+575017.9   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J193.7750+57.8383,19.64,0.01,18.38,0.01,17.19,0.01,16.65,0.01,16.4,0.01,J12550604+5750178,15.14,0.04,14.56,0.06,14.41,0.07,J125506.03+575018.0,14.29,0.03,14.09,0.03,12.39,     ,17.74,0.01,193.775097,57.838321,2012.657413,56167.62,-10.6,3.9,7.9,2.4,13.2,3.4,306.6,14.2,      ,     ,370.44,34.15,23.2,6.3
SDSS_J125521.39+415042.8   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J193.8390+41.8452,18.52,0.01,17.32,0.01,16.13,0.01,15.59,0.01,15.31,0.01,J12552141+4150425,14.09,0.02,13.46,0.03,13.17,0.02,J125521.37+415042.8,13.08,0.02,12.94,0.03,12.87,0.5,16.68,0.01,193.839049,41.845242,2014.381136,56797.21,-18.3,1.9,16.9,2.4,25,2.2,312.7,5.1,      ,     ,226.89,20.92,26.8,3.4
SDSS_J125532.85+120719.5   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J193.8868+12.1220,18.66,0.01,17.45,0.01,16.42,0.01,15.94,0.01,15.7,0.01,J12553284+1207195,14.53,0.03,13.91,0.04,13.67,0.04,J125532.85+120719.3,13.53,0.03,13.45,0.04,12.06,     ,17.12,0.01,193.886833,12.122035,2014.386229,56799.07,-15.9,4.8,-17.2,7,23.4,5.9,222.7,15.2,      ,     ,376.93,34.75,41.8,11.2
SDSS_J125557.43+122756.0   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J193.9892+12.4654,19.05,0.01,17.85,0.01,16.71,0.01,16.18,0.01,15.95,0.01,J12555740+1227558,14.79,0.04,14.15,0.04,13.91,0.05,J125557.43+122755.7,13.8,0.03,13.65,0.04,11.83,     ,17.25,0.01,193.989293,12.465472,2012.512964,56114.86,29.4,1.8,-17.1,2.4,34,2,120.1,3.9,      ,     ,297.01,27.38,47.9,5.2
SDSS_J125559.21+412607.9   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J193.9965+41.4354,19.18,0.01,17.95,0.01,16.97,0.01,16.49,0.01,16.27,0.01,J12555922+4126076,15.06,0.04,14.42,0.04,14.16,0.05,J125559.18+412607.7,14.05,0.03,14.11,0.04,12.8,     ,17.47,0.01,193.996587,41.435489,2014.618344,56883.85,-17.4,2.6,-6.1,2.3,18.5,2.6,250.9,7.4,      ,     ,485.73,44.78,42.6,7.2
SDSS_J125619.78+505847.1   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J194.0823+50.9796,19.76,0.02,18.46,0.01,17.18,0.01,16.6,0.01,16.33,0.01,J12561976+5058469,15.21,0.05,14.62,0.06,14.4,0.08,J125619.76+505846.7,14.05,0.03,13.89,0.03,12.81,0.45,17.74,0.01,194.082381,50.979682,2014.644545,56893.42,-13.5,1.9,-10.3,2.3,17,2,232.5,7.3,      ,     ,368.16,33.94,29.7,4.5
SDSS_J125620.63+015012.5   ,M6         ,                 ,M6             ,     ,      ,      ,    ,J194.0861+01.8360,20.5,0.02,19.15,0.01,16.97,0.01,15.98,0.01,15.46,0.01,J12562062+0150126,14.01,0.03,13.47,0.03,13.13,0.03,J125620.65+015010.3,12.94,0.03,12.71,0.03,12.11,0.37,17.48,0.01,194.086162,1.83602,2014.621109,56884.86,71.9,3.9,-195.3,3.1,208.1,3.2,159.8,1.1,      ,     ,58.83,9.78,58,9.7
SDSS_J125629.14+604743.4   ,M0         ,                 ,M0             ,     ,      ,      ,    ,J194.1215+60.7953,18.18,0.01,17.04,0.01,16.51,0.01,16.26,0.01,16.13,0.01,J12562914+6047434,15.04,0.04,14.38,0.04,14.16,0.06,J125629.16+604743.4,14.17,0.03,14.22,0.04,13.02,0.48,16.88,0.01,194.121548,60.795384,2014.57859,56869.33,11,1.3,1.4,1,11.1,1.3,82.7,5.2,      ,     ,617.75,56.96,32.5,4.8
SDSS_J125634.79+513033.5   ,M1         ,                 ,M1             ,     ,      ,      ,    ,J194.1449+51.5092,18.43,0.01,17.26,0.01,16.57,0.01,16.25,0.01,16.09,0.01,J12563477+5130339,15.01,0.04,14.35,0.04,14.2,0.06,J125634.80+513033.6,14,0.03,14.06,0.04,12.35,     ,16.98,0.01,194.144974,51.509291,2014.539275,56854.97,4.1,1.1,-7.5,1.4,8.5,1.3,151.3,8,      ,     ,531.06,48.96,21.4,3.9
SDSS_J125636.60+570048.8   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J194.1526+57.0134,19.05,0.01,17.69,0.01,16.13,0.01,15.42,0.01,15.09,0.01,J12563658+5700489,13.87,0.02,13.25,0.03,13.02,0.03,J125636.62+570048.5,12.83,0.02,12.62,0.02,12.4,     ,16.69,0.01,194.15262,57.013442,2012.830554,56230.86,31.4,1.7,-32.5,1.4,45.2,1.6,136,2,      ,     ,139.04,12.82,29.8,2.9
SDSS_J125641.18+423317.5   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J194.1716+42.5548,18.63,0.02,17.36,0.01,16.23,0.01,15.69,0.01,15.44,0.01,J12564117+4233175,14.26,0.03,13.56,0.03,13.36,0.04,J125641.17+423317.5,13.23,0.02,13.08,0.03,12.06,     ,16.75,0.01,194.171611,42.554876,2014.601424,56877.67,17.2,2.7,3.5,2.8,17.5,2.7,78.5,9.4,      ,     ,237.43,21.89,19.7,3.5
SDSS_J125657.74+425059.2   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J194.2406+42.8498,19.1,0.01,17.87,0.01,16.37,0.01,15.69,0.01,15.35,0.01,J12565775+4250591,14.11,0.03,13.56,0.03,13.3,0.04,J125657.74+425059.4,13.1,0.02,12.88,0.03,12.45,     ,16.92,0.01,194.240605,42.849845,2014.567995,56865.46,0.9,1.2,21,2.9,21,2.8,2.6,3.4,      ,     ,155.56,14.34,15.5,2.5
SDSS_J125709.82+141850.4   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J194.2908+14.3139,19.14,0.01,17.99,0.01,16.69,0.01,16.08,0.01,15.78,0.01,J12570981+1418503,14.7,0.03,14.1,0.04,13.74,0.04,J125709.81+141850.1,13.7,0.03,13.52,0.03,12.36,     ,17.23,0.01,194.290888,14.313939,2014.654264,56896.97,-6.2,2,-6.8,1.2,9.2,1.6,222.3,10.8,      ,     ,180.43,16.64,7.8,1.5
SDSS_J125723.33+145559.9   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J194.3470+14.9333,18.92,0.01,17.76,0.01,16.51,0.01,15.95,0.01,15.66,0.01,J12572335+1455598,14.52,0.03,13.89,0.04,13.67,0.04,J125723.31+145559.9,13.52,0.03,13.38,0.03,12.46,0.42,17.06,0.01,194.347079,14.933328,2014.497632,56839.76,-41.8,2.6,13.9,1.8,44,2.5,288.4,2.4,      ,     ,269.99,24.89,56.4,6.1
SDSS_J125726.95+114401.4   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J194.3620+11.7334,18.79,0.01,17.57,0.01,15.99,0.01,15.24,0.01,14.88,0.01,J12572697+1144017,13.62,0.03,13.06,0.03,12.8,0.03,J125726.90+114400.7,12.66,0.02,12.46,0.03,11.76,0.23,16.52,0.01,194.362021,11.733471,2014.5036,56841.94,-86.4,1.7,-70.6,3.6,111.6,2.6,230.7,1.5,      ,     ,130.89,12.07,69.2,6.6
SDSS_J125732.40+125409.4   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J194.3849+12.9025,19.03,0.01,17.87,0.01,16.6,0.01,15.97,0.01,15.65,0.01,J12573239+1254094,14.45,0.03,13.77,0.03,13.57,0.03,J125732.40+125409.2,13.39,0.03,13.27,0.03,12.33,     ,17.13,0.01,194.384981,12.902576,2014.522765,56848.94,12.7,6.1,-0.8,1.3,12.7,5.8,93.4,24.5,      ,     ,173.21,15.99,10.4,4.9
SDSS_J125738.96+335520.8   ,M6         ,                 ,M6             ,     ,      ,      ,    ,J194.4118+33.9224,19.99,0.02,18.68,0.01,16.57,0.01,15.61,0.01,15.08,0.01,J12573901+3355208,13.67,0.02,13.06,0.03,12.75,0.02,J125738.89+335520.7,12.53,0.02,12.32,0.02,12.08,0.28,17.08,0.01,194.41186,33.922451,2014.510801,56844.57,-125.6,1.3,5.5,2,125.7,1.3,272.5,0.9,      ,     ,49.14,8.16,29.3,4.9
SDSS_J125744.08+415428.2   ,M6         ,                 ,M6             ,     ,      ,      ,    ,J194.4339+41.9074,20.7,0.02,19.36,0.01,17.29,0.01,16.29,0.01,15.76,0.01,J12574405+4154285,14.38,0.03,13.72,0.03,13.34,0.03,J125744.11+415427.2,13.17,0.02,12.98,0.03,12.68,     ,17.78,0.01,194.433907,41.907462,2014.623901,56885.88,63.7,1.5,-96.4,1.7,115.5,1.6,146.5,0.8,      ,     ,66.5,11.05,36.4,6.1
SDSS_J125744.28+125338.6   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J194.4343+12.8939,18.8,0.01,17.61,0.01,16.08,0.01,15.37,0.01,15.01,0.01,J12574427+1253388,13.8,0.02,13.15,0.03,12.84,0.02,J125744.25+125338.4,12.69,0.02,12.55,0.03,12.12,0.34,16.62,0.01,194.434341,12.893981,2014.41399,56809.21,-24.4,3.4,-20.6,1.2,31.9,2.7,229.9,4.4,      ,     ,136.08,12.55,20.6,2.6
SDSS_J125754.31+513553.3   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J194.4754+51.5984,20.2,0.01,19.01,0.01,17.18,0.01,16.37,0.01,15.99,0.01,J12575432+5135532,14.72,0.04,14.21,0.05,13.93,0.04,J125754.16+513554.0,13.78,0.03,13.5,0.03,12.18,     ,17.74,0.01,194.475446,51.598406,2014.600849,56877.46,-146.5,3.7,75.2,1.6,164.7,3.3,297.2,0.8,      ,     ,117.08,10.79,91.4,8.6
SDSS_J125755.95+413417.3   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J194.4830+41.5715,18.25,0.01,16.96,0.01,15.84,0.01,15.33,0.01,15.08,0.01,J12575598+4134172,13.88,0.03,13.38,0.04,13.09,0.03,J125755.92+413417.4,12.92,0.02,12.74,0.03,11.98,0.27,16.35,0.01,194.483004,41.571546,2014.601834,56877.82,-34.4,2,31.9,2,46.9,2,312.8,2.5,      ,     ,288.74,26.62,64.2,6.5
SDSS_J125808.28+421952.0   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J194.5344+42.3310,18.71,0.01,17.51,0.01,16.53,0.01,16.07,0.01,15.83,0.01,J12580826+4219520,14.68,0.04,14.01,0.04,13.84,0.04,J125808.26+421951.8,13.72,0.03,13.67,0.03,12.69,     ,17.01,0.01,194.534451,42.331062,2014.576345,56868.51,-4.2,3.7,-12.4,1.8,13.1,2.1,198.6,15.1,      ,     ,395.82,36.49,24.6,4.6
SDSS_J125833.53+412931.1   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J194.6395+41.4919,19.06,0.01,17.87,0.01,16.67,0.01,16.12,0.01,15.86,0.01,J12583355+4129311,14.7,0.03,13.98,0.03,13.8,0.04,J125833.51+412931.2,13.66,0.03,13.57,0.03,12.58,     ,17.19,0.01,194.639559,41.491995,2014.690349,56910.15,-36.9,2.6,4.4,2.5,37.1,2.6,276.8,3.9,      ,     ,290.98,26.83,51.2,5.9
SDSS_J125848.39+424353.2   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J194.7018+42.7313,18.12,0.01,16.91,0.01,15.49,0.01,14.83,0.01,14.52,0.01,J12584836+4243533,13.31,0.03,12.75,0.03,12.51,0.03,J125848.43+424352.9,12.31,0.02,12.12,0.02,11.78,0.2,16.04,0.01,194.701899,42.73135,2014.461711,56826.64,62.3,1.6,-24.9,1.7,67.1,1.6,111.8,1.5,      ,     ,103.71,9.56,33,3.1
SDSS_J125852.92+331038.3   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J194.7204+33.1772,19.13,0.01,17.99,0.01,16.98,0.01,16.53,0.01,16.33,0.01,J12585293+3310382,15.19,0.04,14.65,0.05,14.57,0.08,J125852.92+331038.2,14.31,0.03,14.18,0.04,12.77,     ,17.48,0.01,194.720486,33.17727,2014.565613,56864.59,-7.1,1.5,-2,1.4,7.4,1.5,254.5,11.3,      ,     ,487.09,44.91,17,3.8
SDSS_J125855.14+052034.8   ,M6         ,                 ,M6             ,     ,      ,      ,    ,J194.7289+05.3424,18.86,0.01,17.49,0.01,15.44,0.01,14.51,0.01,14.04,0.01,J12585517+0520348,12.64,0.02,12.06,0.02,11.69,0.02,J125854.97+052033.3,11.52,0.02,11.33,0.02,10.98,0.13,     ,     ,194.728993,5.342499,2012.138015,55977.91,-225.7,1.6,-153,1.5,272.7,1.6,235.9,0.3,      ,     ,31.06,5.16,40.1,6.7
SDSS_J125857.35+145019.8   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J194.7391+14.8387,18.68,0.01,17.43,0.01,16.04,0.01,15.42,0.01,15.13,0.01,J12585733+1450198,13.89,0.03,13.35,0.03,13.09,0.03,J125857.38+145019.5,12.93,0.02,12.72,0.03,12.26,0.41,16.59,0.01,194.739138,14.83872,2014.638303,56891.14,56.5,2.7,-20.2,2.4,60,2.6,109.7,2.3,      ,     ,217.85,20.09,62,6.3
SDSS_J125903.01+340249.4   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J194.7627+34.0472,18.84,0.01,17.54,0.01,15.84,0.01,15.08,0.01,14.72,0.01,J12590296+3402488,13.41,0.02,12.87,0.03,12.57,0.02,J125903.05+340249.8,12.4,0.02,12.17,0.02,11.94,0.24,16.4,0.01,194.762797,34.047247,2014.519151,56847.62,70,3.3,72.7,1.4,101,2.5,43.9,1.5,      ,     ,62.99,5.81,30.2,2.9
SDSS_J125905.34+154745.8   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J194.7718+15.7959,19.05,0.01,17.84,0.01,16.39,0.01,15.74,0.01,15.43,0.01,J12590537+1547457,14.23,0.03,13.64,0.03,13.39,0.03,J125905.27+154745.5,13.26,0.02,13.07,0.03,11.99,     ,16.95,0.01,194.77187,15.795949,2014.532731,56852.58,-106.7,2.4,-27.4,2.1,110.2,2.4,255.6,1.1,      ,     ,157.08,14.48,82.1,7.8
