Name,SpTopt,SpTnir,SpT,GravOpt,GravNIR,Binary,Young,PS1,PS1gmag,e_PS1gmag,PS1rmag,e_PS1rmag,PS1imag,e_PS1imag,PS1zmag,e_PS1zmag,PS1ymag,e_PS1ymag,2MASS,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,AllWISE,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,Gmag,e_Gmag,RAJ2000,DEJ2000,PS1ep,Epoch,pmRA,e_pmRA,pmDE,e_pmDE,pm,e_pm,pmPA,e_pmPA,plx,e_plx,Dist,e_Dist,vtan,e_vtan
SDSS_J124358.00+622613.8   ,M6         ,                 ,M6             ,     ,      ,      ,    ,J190.9918+62.4370,21.01,0.02,19.76,0.01,17.48,0.01,16.47,0.01,15.93,0.01,J12435798+6226139,14.54,0.03,13.92,0.04,13.58,0.04,J124358.04+622613.4,13.4,0.02,13.14,0.03,12.06,0.22,     ,     ,190.991863,62.437029,2012.06193,55950.12,34.8,2.5,-43.7,2.6,55.8,2.6,141.4,2.6,      ,     ,71.68,11.91,19,3.3
SDSS_J124402.33+431827.2   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J191.0096+43.3076,18.67,0.01,17.4,0.01,16.36,0.01,15.87,0.01,15.62,0.01,J12440231+4318269,14.43,0.03,13.87,0.04,13.74,0.04,J124402.31+431827.3,13.56,0.02,13.38,0.03,12.35,0.32,16.87,0.01,191.009651,43.307607,2014.355346,56787.79,7.1,1.1,21.2,0.8,22.4,0.8,18.5,2.8,      ,     ,365.78,33.72,38.8,3.8
SDSS_J124410.88+371918.4   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J191.0451+37.3218,18.68,0.01,17.46,0.01,16.42,0.01,15.94,0.01,15.71,0.01,J12441091+3719182,14.53,0.03,14.02,0.05,13.8,0.04,J124410.85+371918.5,13.66,0.03,13.48,0.03,12.03,     ,16.94,0.01,191.045172,37.321856,2014.439699,56818.6,-49.9,2.2,31.1,1.1,58.8,2,301.9,1.5,      ,     ,376.31,34.7,105,10.3
SDSS_J124421.82+434815.6   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J191.0908+43.8042,19.16,0.01,17.94,0.01,16.51,0.01,15.84,0.01,15.5,0.01,J12442180+4348156,14.28,0.03,13.67,0.03,13.34,0.03,J124421.80+434815.4,13.23,0.02,13.06,0.03,12.92,     ,17.05,0.01,191.090822,43.804268,2014.381109,56797.2,-5.9,1.3,-17.5,1.2,18.4,1.2,198.6,4,      ,     ,165.7,15.28,14.5,1.6
SDSS_J124441.14+394705.8   ,M7         ,                 ,M7             ,     ,      ,      ,    ,J191.1707+39.7844,20.72,0.01,19.43,0.02,16.95,0.01,15.87,0.01,15.33,0.01,J12444122+3947067,13.98,0.03,13.45,0.03,13.16,0.03,J124440.98+394704.1,12.94,0.02,12.71,0.02,12.39,0.38,17.46,0.01,191.170722,39.784441,2011.394333,55706.28,-258.7,2.5,-235.2,3.1,349.6,2.8,227.7,0.5,      ,     ,52.44,8.71,86.9,14.4
SDSS_J124507.26+022718.4   ,M6         ,                 ,M6             ,     ,      ,      ,    ,J191.2799+02.4551,21.16,0.03,19.87,0.02,17.69,0.01,16.69,0.01,16.18,0.01,J12450725+0227184,14.68,0.04,14.1,0.04,13.77,0.05,J124507.21+022718.4,13.65,0.03,13.45,0.03,12.28,     ,18.19,0.01,191.279976,2.455131,2014.577413,56868.9,-76.2,1.3,16.9,2.7,78.1,1.4,282.5,1.9,      ,     ,82.45,13.73,30.5,5.1
SDSS_J124507.40+410641.9   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J191.2805+41.1116,18.9,0.01,17.66,0.01,16.03,0.01,15.28,0.01,14.9,0.01,J12450741+4106417,13.6,0.03,13,0.03,12.76,0.03,J124507.36+410641.9,12.55,0.02,12.38,0.02,12.49,0.43,16.62,0.01,191.280592,41.111656,2014.385462,56798.79,-59.3,3.5,9.5,3.8,60.1,3.5,279.1,3.6,      ,     ,133.13,12.27,37.9,4.1
SDSS_J124519.96+122823.4   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J191.3326+12.4731,20.66,0.03,19.38,0.01,17.41,0.01,16.49,0.01,15.99,0.01,J12452002+1228234,14.65,0.04,14.09,0.04,13.74,0.04,J124519.87+122823.2,13.55,0.03,13.32,0.03,12.21,     ,17.94,0.01,191.332602,12.473103,2014.727201,56923.61,-169.4,2.4,-10.5,1.3,169.7,2.4,266.4,0.4,      ,     ,130.05,11.99,104.6,9.8
SDSS_J124524.93+051522.8   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J191.3541+05.2558,20.44,0.02,19.09,0.01,17.1,0.01,16.2,0.01,15.76,0.01,J12452493+0515226,14.36,0.03,13.78,0.04,13.38,0.03,J124524.96+051521.6,13.25,0.03,13.04,0.03,12.35,     ,17.65,0.01,191.354117,5.255884,2014.505024,56842.46,77,4.9,-111,4.7,135.1,4.8,145.3,2,      ,     ,112.93,10.41,72.3,7.1
SDSS_J124529.82+404645.8   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J191.3741+40.7794,19.07,0.01,17.87,0.01,16.82,0.01,16.35,0.01,16.1,0.01,J12452982+4046457,14.96,0.04,14.4,0.04,14.16,0.05,J124529.80+404645.9,13.99,0.03,13.84,0.04,12.37,     ,17.33,0.01,191.374133,40.779443,2014.433566,56816.36,-19.8,1.2,14.7,0.8,24.6,1.1,306.6,2.3,      ,     ,452.46,41.72,52.8,5.4
SDSS_J124535.89+134608.1   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J191.3993+13.7690,19.65,0.01,18.39,0.01,17.05,0.01,16.43,0.01,16.15,0.01,J12453588+1346079,14.95,0.04,14.38,0.05,14.11,0.05,J124535.87+134608.5,13.99,0.03,13.84,0.04,12.21,     ,17.62,0.01,191.399377,13.76909,2014.537741,56854.41,-42.7,1.8,52.5,3.5,67.7,2.9,320.8,2.2,      ,     ,347.32,32.02,111.4,11.3
SDSS_J124544.81+124147.9   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J191.4365+12.6966,19.21,0.01,18.04,0.01,17.03,0.01,16.59,0.01,16.38,0.01,J12454480+1241479,15.23,0.04,14.48,0.06,14.31,0.05,J124544.79+124148.0,14.29,0.03,14.26,0.05,12.13,     ,17.56,0.01,191.436588,12.696648,2014.488131,56836.29,-32.1,1.5,7.6,1.6,33,1.5,283.4,2.8,      ,     ,499.77,46.08,78.1,8.1
SDSS_J124546.34+155635.1   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J191.4428+15.9430,18.86,0.01,17.69,0.01,16.46,0.01,15.92,0.01,15.64,0.01,J12454634+1556353,14.48,0.03,13.82,0.04,13.52,0.03,J124546.31+155635.0,13.48,0.03,13.34,0.03,12.43,0.47,17.02,0.01,191.442889,15.943037,2014.459603,56825.87,-38.7,5.1,-11.3,2.7,40.3,5,253.7,4.4,      ,     ,264.07,24.35,50.4,7.8
SDSS_J124547.78+135133.3   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J191.4486+13.8592,19.03,0.01,17.73,0.01,16.36,0.01,15.72,0.01,15.43,0.01,J12454782+1351335,14.26,0.03,13.7,0.04,13.33,0.04,J124547.71+135133.2,13.21,0.03,13.07,0.03,12.55,0.49,16.91,0.01,191.448673,13.859216,2014.490048,56836.99,-125.4,3.6,-10.7,6.3,126,3.6,265.1,2.8,      ,     ,252.2,23.25,150.6,14.5
SDSS_J124550.58+614530.2   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J191.4602+61.7582,19.95,0.02,18.7,0.01,17.23,0.01,16.57,0.01,16.27,0.01,J12455059+6145303,15.05,0.04,14.51,0.05,14.25,0.06,J124550.49+614529.9,14.07,0.03,13.87,0.03,12.35,     ,17.8,0.01,191.460286,61.758279,2014.654812,56897.17,-55.4,5.4,-43.9,8.7,70.6,6.8,231.6,6.2,      ,     ,231.59,21.35,77.5,10.3
SDSS_J124555.77+145814.9   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J191.4823+14.9708,18.4,0.01,17.17,0.01,16.03,0.01,15.52,0.01,15.26,0.01,J12455576+1458148,14.07,0.03,13.45,0.03,13.28,0.03,J124555.76+145815.0,13.15,0.02,13,0.03,11.86,     ,16.55,0.01,191.482331,14.970847,2014.514305,56845.85,-8.4,1.7,23.3,2.2,24.8,2.2,340.1,4.1,      ,     ,314.22,28.97,36.9,4.7
SDSS_J124556.41+402030.3   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J191.4849+40.3417,18.47,0.01,17.21,0.01,16.3,0.01,15.9,0.01,15.67,0.01,J12455642+4020303,14.58,0.03,13.87,0.03,13.68,0.05,J124556.39+402030.2,13.57,0.03,13.45,0.03,12.68,     ,16.79,0.01,191.484974,40.341722,2014.449774,56822.28,-14.3,0.8,2,1.1,14.4,0.8,278,4.2,      ,     ,356.09,32.83,24.3,2.7
SDSS_J124603.59+410956.6   ,M6         ,                 ,M6             ,     ,      ,      ,    ,J191.5145+41.1657,20.16,0.02,18.88,0.01,16.87,0.01,15.89,0.01,15.4,0.01,J12460361+4109563,14.01,0.03,13.49,0.04,13.17,0.03,J124603.52+410956.8,12.95,0.02,12.71,0.03,12.24,0.33,17.37,0.01,191.514572,41.165799,2014.384942,56798.6,-90.5,1.4,34.4,0.9,96.8,1.3,290.8,0.6,      ,     ,58.8,9.77,27,4.5
SDSS_J124604.21+150340.7   ,M6         ,                 ,M6             ,     ,      ,      ,    ,J191.5175+15.0610,21.44,0.03,20.11,0.01,17.98,0.01,17,0.01,16.47,0.01,J12460419+1503410,15.02,0.04,14.42,0.06,14.16,0.05,J124604.20+150340.0,13.93,0.03,13.75,0.04,12.53,     ,     ,     ,191.517501,15.061076,2012.128268,55974.35,-5.7,2,-64.7,2.4,64.9,2.4,185.1,1.8,      ,     ,95.02,15.85,29.2,5
SDSS_J124604.73+612841.0   ,M1         ,                 ,M1             ,     ,      ,      ,    ,J191.5197+61.4780,17.65,0.01,16.39,0.01,15.55,0.01,15.15,0.01,14.94,0.01,J12460472+6128413,13.81,0.03,13.22,0.03,13,0.03,J124604.73+612841.1,12.88,0.02,12.75,0.02,12.5,0.37,16.05,0.01,191.519783,61.478079,2014.403888,56805.52,17.3,2.2,1.4,3.7,17.4,2.3,85.3,11.9,      ,     ,332.51,30.66,27.4,4.4
SDSS_J124609.06+151455.1   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J191.5376+15.2485,18.83,0.01,17.61,0.01,16.48,0.01,15.95,0.01,15.71,0.01,J12460904+1514550,14.46,0.03,13.9,0.04,13.63,0.04,J124609.05+151455.0,13.57,0.03,13.4,0.03,12.41,0.5,17.31,0.01,191.537663,15.248583,2014.524408,56849.54,-30.1,8.8,-32.9,15.6,44.6,12.5,222.5,17.4,      ,     ,266.46,24.57,56.3,16.6
SDSS_J124611.27+142714.7   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J191.5467+14.4540,18.64,0.01,17.36,0.01,16.19,0.01,15.66,0.01,15.4,0.01,J12461128+1427147,14.23,0.03,13.63,0.03,13.41,0.04,J124611.24+142714.7,13.3,0.02,13.13,0.03,12.67,0.54,16.72,0.01,191.546794,14.454098,2014.482656,56834.29,-47.3,1.1,6.3,3.5,47.7,1.2,277.6,4.2,      ,     ,233.34,21.51,52.8,5.1
SDSS_J124636.99+463906.8   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J191.6542+46.6517,18.54,0.01,17.31,0.01,15.71,0.01,14.94,0.01,14.55,0.01,J12463698+4639070,13.27,0.03,12.64,0.03,12.37,0.02,J124637.00+463906.5,12.21,0.02,12.05,0.02,12.3,0.42,16.23,0.01,191.65427,46.651743,2014.431485,56815.6,28.2,4.5,-52.6,3.2,59.6,3.5,151.8,4.1,      ,     ,59.37,5.47,16.8,1.8
SDSS_J124639.30+543512.9   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J191.6635+54.5868,19.79,0.01,18.65,0.01,17.29,0.01,16.66,0.01,16.38,0.01,J12463932+5435127,15.17,0.04,14.5,0.05,14.3,0.07,J124639.27+543512.6,14.09,0.03,13.97,0.04,12.19,     ,17.85,0.01,191.663558,54.586838,2014.657221,56898.05,-27.4,1.9,-20.5,2.6,34.2,2.1,233.2,3.9,      ,     ,387.44,35.72,62.8,7
SDSS_J124652.80+615339.0   ,M0         ,                 ,M0             ,     ,      ,      ,    ,J191.7199+61.8941,18.6,0.01,17.41,0.01,16.86,0.01,16.59,0.01,16.45,0.01,J12465279+6153391,15.32,0.04,14.69,0.06,14.51,0.07,J124652.78+615339.0,14.46,0.03,14.43,0.04,12.97,     ,17.25,0.01,191.719929,61.894146,2014.609719,56880.7,-5,1.3,-4.5,1.5,6.7,1.4,227.7,12.4,      ,     ,724.53,66.81,23.1,5.2
SDSS_J124656.65+505005.7   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J191.7359+50.8349,19.54,0.01,18.22,0.01,16.41,0.01,15.51,0.01,15.06,0.01,J12465666+5050053,13.68,0.03,13.07,0.03,12.72,0.02,J124656.63+505005.7,12.55,0.02,12.36,0.02,11.94,0.23,16.91,0.01,191.735962,50.834941,2014.441095,56819.11,-21.4,1,19.2,1.1,28.8,1.1,311.9,2.1,      ,     ,81.9,7.55,11.2,1.1
SDSS_J124700.11+543440.8   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J191.7503+54.5779,18.94,0.01,17.74,0.01,16.68,0.01,16.2,0.01,15.97,0.01,J12470014+5434406,14.77,0.03,14.21,0.04,13.93,0.05,J124700.08+543440.8,13.85,0.03,13.7,0.03,12.74,     ,17.19,0.01,191.750304,54.577996,2014.472526,56830.59,-28.1,1.4,12.2,2.4,30.6,1.6,293.4,4.3,      ,     ,423.94,39.09,61.5,6.5
SDSS_J124700.59+471222.5   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J191.7524+47.2062,19.13,0.01,17.92,0.01,16.75,0.01,16.21,0.01,15.96,0.01,J12470057+4712225,14.75,0.03,14.18,0.04,13.98,0.05,J124700.58+471222.4,13.82,0.03,13.64,0.03,12.28,     ,17.28,0.01,191.752483,47.206262,2014.423655,56812.74,9.1,1.2,15.1,1.2,17.6,1.2,31.1,3.8,      ,     ,302.25,27.87,25.2,2.9
SDSS_J124702.58+412121.1   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J191.7606+41.3557,18.72,0.01,17.49,0.01,16.49,0.01,16.04,0.01,15.8,0.01,J12470258+4121211,14.64,0.03,14.07,0.04,13.78,0.04,J124702.55+412121.0,13.68,0.03,13.53,0.03,12.73,     ,16.99,0.01,191.760635,41.355798,2014.426585,56813.81,-18.3,1.4,-12.2,7.1,22,3.9,236.4,15.7,      ,     ,388.77,35.84,40.5,8.1
SDSS_J124702.92+503428.6   ,M6         ,                 ,M6             ,     ,      ,      ,    ,J191.7620+50.5745,20.77,0.03,19.43,0.01,17.15,0.01,16.1,0.01,15.54,0.01,J12470291+5034285,14.13,0.03,13.5,0.03,13.17,0.03,J124702.89+503428.5,12.89,0.02,12.69,0.02,12.37,0.33,17.63,0.01,191.76204,50.574566,2012.838412,56233.73,-15.5,1.5,-8,1.2,17.4,1.4,242.8,4.2,      ,     ,58.24,9.67,4.8,0.9
SDSS_J124709.48+415328.6   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J191.7894+41.8912,19.08,0.01,17.89,0.01,16.77,0.01,16.29,0.01,16.05,0.01,J12470944+4153285,14.93,0.05,14.25,0.05,13.93,0.05,J124709.46+415328.7,13.9,0.03,13.83,0.04,12.78,     ,17.31,0.01,191.789475,41.891278,2014.513484,56845.55,2.1,1.9,-0.3,1.2,2.1,1.5,97.8,66.5,      ,     ,443.27,40.87,4.4,3.1
SDSS_J124730.95+415419.2   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J191.8787+41.9053,19.19,0.01,18.02,0.01,16.85,0.01,16.32,0.01,16.08,0.01,J12473097+4154192,15,0.04,14.39,0.04,14.05,0.05,J124730.91+415419.2,14,0.03,13.82,0.04,12.84,     ,17.4,0.01,191.878794,41.905344,2014.508282,56843.65,-36.1,1.2,8.5,1,37.1,1.1,283.2,1.5,      ,     ,316.78,29.21,55.7,5.4
SDSS_J124735.37+424247.2   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J191.8971+42.7128,18.62,0.01,17.46,0.01,16.04,0.01,15.42,0.01,15.1,0.01,J12473540+4242475,13.89,0.03,13.25,0.03,13.02,0.03,J124735.32+424246.6,12.88,0.02,12.72,0.02,12.48,0.38,16.61,0.01,191.897111,42.712859,2014.343217,56783.36,-72.8,1.4,-71.3,2.6,101.9,2.1,225.6,1.2,      ,     ,133.5,12.31,64.5,6.1
SDSS_J124735.90+415201.0   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J191.8995+41.8669,18.78,0.01,17.51,0.01,16.59,0.01,16.19,0.01,15.98,0.01,J12473592+4152013,14.84,0.04,14.27,0.05,14.04,0.05,J124735.89+415201.1,13.88,0.03,13.82,0.03,12.48,     ,17.08,0.01,191.899552,41.866956,2014.483176,56834.48,-6.8,1.5,1.7,1.1,7,1.4,284.4,9.8,      ,     ,407.58,37.58,13.5,3
SDSS_J124805.61+145549.6   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J192.0232+14.9304,18.85,0.01,17.66,0.01,16.26,0.01,15.64,0.01,15.32,0.01,J12480562+1455495,14.07,0.03,13.5,0.03,13.26,0.03,J124805.60+145549.5,13.11,0.02,12.98,0.03,11.84,     ,16.81,0.01,192.023273,14.930421,2014.417632,56810.54,-33.4,1.2,-2.2,1.1,33.5,1.2,266.3,1.8,      ,     ,147.88,13.63,23.5,2.3
SDSS_J124824.57+152652.5   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J192.1019+15.4478,18.76,0.01,17.46,0.01,15.91,0.01,15.2,0.01,14.85,0.01,J12482463+1526525,13.6,0.03,12.99,0.02,12.75,0.02,J124824.49+152652.3,12.55,0.02,12.35,0.02,11.97,0.31,16.45,0.01,192.101948,15.447838,2012.8777,56248.08,-158.4,3.1,-15.1,2.2,159.1,3.1,264.5,0.8,      ,     ,126.05,11.62,95.1,9
SDSS_J124839.75+110812.1   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J192.1655+11.1367,19.04,0.01,17.81,0.01,16.73,0.01,16.22,0.01,16,0.01,J12483974+1108120,14.79,0.04,14.16,0.04,13.95,0.07,J124839.73+110812.1,13.91,0.03,13.72,0.04,12.62,     ,17.25,0.01,192.165552,11.136738,2014.357399,56788.54,-16.4,1.5,15.1,2.3,22.3,1.9,312.7,5.1,      ,     ,299.6,27.62,31.6,4
SDSS_J124847.99+150607.3   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J192.1998+15.1020,19.07,0.01,17.88,0.01,16.41,0.01,15.73,0.01,15.4,0.01,J12484799+1506072,14.19,0.03,13.54,0.03,13.22,0.03,J124847.96+150607.3,13.09,0.03,12.95,0.03,12.09,     ,16.97,0.01,192.1998,15.102027,2014.535113,56853.45,-36.3,1.5,6.6,1.4,36.9,1.5,280.3,2.2,      ,     ,158.83,14.64,27.8,2.8
SDSS_J124856.56+465442.7   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J192.2356+46.9117,18.86,0.01,17.67,0.01,16.28,0.01,15.67,0.01,15.35,0.01,J12485654+4654428,14.18,0.03,13.64,0.04,13.38,0.04,J124856.53+465442.4,13.24,0.02,13.05,0.03,12.66,     ,16.83,0.01,192.235602,46.911755,2014.398795,56803.66,-0.8,4.6,-27,1.8,27,1.9,182,9.7,      ,     ,149.59,13.79,19.1,2.2
SDSS_J124902.05+504538.3   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J192.2585+50.7606,18.41,0.01,17.22,0.02,15.9,0.01,15.25,0.02,14.99,0.05,J12490204+5045383,13.59,0.04,13.01,0.03,12.72,0.03,J124902.04+504538.5,12.55,0.02,12.36,0.02,12.18,0.26,16.68,0.01,192.258541,50.760609,2014.445859,56820.85,3.1,7.5,-39.5,33.5,39.6,27.5,175.5,54.8,      ,     ,204.25,18.83,38.3,26.8
SDSS_J124908.49+153118.5   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J192.2850+15.5220,18.9,0.01,17.53,0.01,16.15,0.01,15.52,0.01,15.22,0.01,J12490853+1531180,13.99,0.03,13.41,0.03,13.17,0.03,J124908.44+153119.0,13.01,0.02,12.8,0.03,12.45,0.45,16.71,0.01,192.285037,15.522032,2014.434579,56816.73,-112.9,3.5,79.6,2.6,138.2,3.2,305.2,1.2,      ,     ,229.47,21.16,150.3,14.3
SDSS_J124922.69+480638.2   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J192.3443+48.1106,18.74,0.01,17.59,0.01,16.1,0.01,15.4,0.01,15.05,0.01,J12492271+4806383,13.84,0.03,13.25,0.03,12.92,0.03,J124922.65+480638.3,12.82,0.02,12.65,0.02,12.29,     ,16.63,0.01,192.344333,48.110656,2014.443368,56819.94,-44.8,3,22.4,4.1,50.1,3.3,296.6,4.5,      ,     ,137.27,12.66,32.6,3.7
SDSS_J124930.20+041451.6   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J192.3759+04.2475,20.24,0.01,18.89,0.01,17.09,0.01,16.25,0.01,15.83,0.01,J12493019+0414517,14.45,0.03,13.78,0.03,13.5,0.04,J124930.21+041451.3,13.33,0.02,13.18,0.03,12.12,0.36,17.64,0.01,192.375948,4.247532,2014.608542,56880.27,39,1.3,-33.2,1.1,51.2,1.2,130.4,1.3,      ,     ,112.39,10.36,27.3,2.6
SDSS_J125020.14+154443.4   ,M2         ,                 ,M2             ,     ,      ,      ,    ,J192.5838+15.7453,18.64,0.01,17.37,0.01,16.31,0.01,15.84,0.01,15.58,0.01,J12502014+1544435,14.48,0.03,13.93,0.04,13.64,0.04,J125020.13+154443.3,13.54,0.03,13.35,0.03,12.57,     ,16.84,0.01,192.583883,15.745352,2012.419165,56080.6,-1.8,1.9,-13.5,1.4,13.7,1.4,187.6,7.7,      ,     ,357.94,33,23.2,3.2
SDSS_J125020.19+151353.1   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J192.5842+15.2312,18.31,0.01,17.1,0.01,15.82,0.01,15.25,0.01,14.97,0.01,J12502015+1513535,13.77,0.03,13.2,0.03,12.96,0.03,J125020.22+151352.5,12.86,0.02,12.68,0.03,12.1,     ,16.36,0.01,192.584298,15.231208,2012.521944,56118.14,85.3,2.6,-77.2,1.6,115,2.2,132.2,1,      ,     ,196.46,18.11,107.1,10.1
SDSS_J125027.08+520601.8   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J192.6125+52.1004,20.23,0.01,18.91,0.01,17.06,0.01,16.21,0.01,15.8,0.01,J12502708+5206017,14.5,0.03,13.93,0.03,13.56,0.04,J125027.02+520601.6,13.38,0.03,13.16,0.03,12.19,     ,17.59,0.01,192.612537,52.10043,2014.583327,56871.06,-57,4.6,-12.8,1.3,58.4,4.5,257.4,1.6,      ,     ,110.63,10.2,30.7,3.7
SDSS_J125034.39+430948.4   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J192.6431+43.1635,18.7,0.01,17.47,0.01,16.11,0.01,15.49,0.01,15.18,0.01,J12503440+4309482,13.94,0.03,13.35,0.03,13.07,0.03,J125034.36+430948.5,12.95,0.02,12.77,0.03,11.87,     ,16.67,0.01,192.643132,43.163522,2014.474716,56831.39,-38.2,1.3,27,2.6,46.8,1.8,305.2,2.7,      ,     ,138.15,12.74,30.6,3.1
SDSS_J125035.81+052353.4   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J192.6491+05.3981,19.56,0.03,18.39,0.01,17.22,0.01,16.71,0.01,16.45,0.01,J12503581+0523533,15.32,0.04,14.64,0.06,14.45,0.1,J125035.80+052353.5,14.3,0.03,14.15,0.05,12.4,     ,17.77,0.01,192.649187,5.398178,2014.496427,56839.32,-5.8,2.2,9.3,7.7,10.9,5.6,327.9,34.2,      ,     ,375.43,34.61,19.5,10.1
SDSS_J125038.20+054747.5   ,M3         ,                 ,M3             ,     ,      ,      ,    ,J192.6590+05.7964,18.5,0.01,17.32,0.01,16.15,0.01,15.62,0.01,15.38,0.01,J12503820+0547475,14.16,0.03,13.51,0.04,13.25,0.04,J125038.18+054747.4,13.2,0.03,13.08,0.03,12.17,     ,16.69,0.01,192.659078,5.796485,2014.331773,56779.18,-25.4,1.9,-11.4,1.8,27.9,1.9,245.9,3.7,      ,     ,228.82,21.1,30.3,3.4
SDSS_J125041.14+402134.7   ,M6         ,                 ,M6             ,     ,      ,      ,    ,J192.6711+40.3603,19.49,0.01,18.13,0.01,15.84,0.01,14.78,0.01,14.22,0.01,J12504116+4021335,12.75,0.02,12.11,0.02,11.78,0.02,J125041.10+402136.4,11.55,0.02,11.35,0.02,11.08,0.12,16.32,0.01,192.671177,40.360373,2014.464531,56827.67,-59.7,3.4,243.4,1.6,250.6,1.8,346.2,0.8,      ,     ,31.42,5.22,37.3,6.2
SDSS_J125045.24+484145.4   ,M5         ,                 ,M5             ,     ,      ,      ,    ,J192.6882+48.6955,20.52,0.02,19.3,0.01,17.36,0.01,16.47,0.01,16.01,0.01,J12504526+4841458,14.67,0.03,14.15,0.05,13.84,0.04,J125045.19+484144.4,13.67,0.03,13.41,0.03,12.13,     ,17.92,0.01,192.688227,48.69556,2014.622396,56885.33,-52.4,3.9,-114.5,7.8,125.9,7.3,204.6,2.2,      ,     ,126.77,11.69,75.7,8.2
SDSS_J125053.78+032209.5   ,M6         ,                 ,M6             ,     ,      ,      ,    ,J192.7237+03.3692,21.13,0.09,19.79,0.01,17.5,0.01,16.42,0.01,15.86,0.01,J12505377+0322094,14.33,0.04,13.74,0.04,13.41,0.04,J125053.70+032209.3,13.23,0.03,13.03,0.03,11.89,     ,     ,     ,192.723753,3.369242,2012.377823,56065.5,-96.9,2.5,-8,4.2,97.2,2.5,265.3,2.5,      ,     ,68.08,11.32,31.4,5.3
SDSS_J125056.07+444735.8   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J192.7336+44.7932,19.18,0.01,17.98,0.01,16.6,0.01,15.97,0.01,15.66,0.01,J12505607+4447357,14.48,0.03,13.91,0.04,13.6,0.05,J125056.06+444735.8,13.51,0.03,13.32,0.03,12.56,0.43,17.15,0.01,192.73362,44.793258,2014.497906,56839.86,-1.3,1.2,6,2.5,6.2,2.3,347.7,18.5,      ,     ,173.23,15.97,5.1,2
SDSS_J125057.56+151628.0   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J192.7398+15.2744,18.66,0.01,17.36,0.01,15.91,0.01,15.26,0.01,14.94,0.01,J12505755+1516280,13.71,0.02,13.13,0.03,12.82,0.03,J125057.57+151628.0,12.71,0.02,12.51,0.02,12.44,0.46,16.47,0.01,192.739895,15.274439,2014.42308,56812.53,18.7,1.5,5,2.9,19.4,1.6,74.9,8.3,      ,     ,126.15,11.63,11.6,1.4
SDSS_J125104.60+403842.7   ,M4         ,                 ,M4             ,     ,      ,      ,    ,J192.7689+40.6452,19.15,0.01,17.94,0.01,16.49,0.01,15.83,0.01,15.52,0.01,J12510460+4038425,14.26,0.03,13.81,0.03,13.55,0.04,J125104.57+403842.9,13.39,0.02,13.14,0.03,12.68,     ,17.04,0.01,192.768989,40.645299,2014.512033,56845.02,-36.1,3.7,42.8,2.3,56,2.9,319.8,3.3,      ,     ,164.14,15.13,43.6,4.6
